2024-03-08 17:40:48,843 - freqtrade - INFO - freqtrade 2024.2
2024-03-08 17:40:48,844 - freqtrade.configuration.load_config - INFO - Using config: user_data/config.json ...
2024-03-08 17:40:48,845 - freqtrade.loggers - INFO - Verbosity set to 0
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Parameter -i/--timeframe detected ... Using timeframe: 5m ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Using max_open_trades: 40 ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Parameter --timerange detected: 20210901-20210930 ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Using user-data directory: /home/alca/freqtrade/user_data ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Using data directory: user_data/data/binance ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Overriding timeframe with Command line argument
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Parameter --cache=day detected ...
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Using "hdf5" to store OHLCV data.
2024-03-08 17:40:48,845 - freqtrade.configuration.configuration - INFO - Filter trades by timerange: 20210901-20210930
2024-03-08 17:40:48,845 - freqtrade.exchange.check_exchange - INFO - Checking exchange...
2024-03-08 17:40:48,853 - freqtrade.exchange.check_exchange - INFO - Exchange "binance" is officially supported by the Freqtrade development team.
2024-03-08 17:40:48,853 - freqtrade.configuration.configuration - INFO - Using pairlist from configuration.
2024-03-08 17:40:48,853 - freqtrade.configuration.config_validation - INFO - Validating configuration ...
2024-03-08 17:40:48,855 - freqtrade.commands.optimize_commands - INFO - Starting freqtrade in Backtesting mode
2024-03-08 17:40:48,855 - freqtrade.exchange.exchange - INFO - Instance is running with dry_run enabled
2024-03-08 17:40:48,855 - freqtrade.exchange.exchange - INFO - Using CCXT 4.2.51
2024-03-08 17:40:48,869 - freqtrade.exchange.exchange - INFO - Using Exchange "Binance"
2024-03-08 17:40:54,961 - freqtrade.resolvers.exchange_resolver - INFO - Using resolved exchange 'Binance'...
2024-03-08 17:40:55,020 - freqtrade.resolvers.iresolver - INFO - Using resolved strategy lambo from '/home/alca/freqtrade/user_data/strategies/lambo.py'...
2024-03-08 17:40:55,020 - freqtrade.strategy.hyper - INFO - Found no parameter file.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'timeframe' with value in config file: 5m.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'stake_currency' with value in config file: USDT.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'stake_amount' with value in config file: 25.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'unfilledtimeout' with value in config file: {'entry': 10, 'exit': 10, 'exit_timeout_count': 0, 'unit': 'minutes'}.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Override strategy 'max_open_trades' with value in config file: 40.
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using minimal_roi: {'0': 0.5, '120': 0.3, '240': 0.1, '360': 0.07, '480': 0.05, '720': 0.03, '960': 0.01, '1440': 0.005, '2880': 0.003, '4320': 0.001, '5760': 0.0}
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using timeframe: 5m
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stoploss: -1
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop: True
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop_positive: 0.003
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_stop_positive_offset: 0.008
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using trailing_only_offset_is_reached: True
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using use_custom_stoploss: False
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using process_only_new_candles: True
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using order_types: {'entry': 'market', 'exit': 'market', 'emergency_exit': 'market', 'force_entry': 'market', 'force_exit': 'market', 'stoploss': 'market', 'stoploss_on_exchange': False}
2024-03-08 17:40:55,020 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using order_time_in_force: {'entry': 'gtc', 'exit': 'gtc'}
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stake_currency: USDT
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using stake_amount: 25
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using protections: [{'method': 'CooldownPeriod', 'stop_duration_candles': 1}, {'method': 'MaxDrawdown', 'lookback_period_candles': 48, 'trade_limit': 20, 'stop_duration_candles': 4, 'max_allowed_drawdown': 0.2}, {'method': 'StoplossGuard', 'lookback_period_candles': 24, 'trade_limit': 4, 'stop_duration_candles': 2, 'only_per_pair': False}, {'method': 'LowProfitPairs', 'lookback_period_candles': 6, 'trade_limit': 2, 'stop_duration_candles': 60, 'required_profit': 0.02}, {'method': 'LowProfitPairs', 'lookback_period_candles': 24, 'trade_limit': 4, 'stop_duration_candles': 2, 'required_profit': 0.01}]
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using startup_candle_count: 0
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using unfilledtimeout: {'entry': 10, 'exit': 10, 'exit_timeout_count': 0, 'unit': 'minutes'}
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using use_exit_signal: True
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using exit_profit_only: True
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using ignore_roi_if_entry_signal: True
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using exit_profit_offset: 0.0
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using disable_dataframe_checks: False
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using ignore_buying_expired_candle_after: 0
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using position_adjustment_enable: True
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using max_entry_position_adjustment: -1
2024-03-08 17:40:55,021 - freqtrade.resolvers.strategy_resolver - INFO - Strategy using max_open_trades: 40
2024-03-08 17:40:55,021 - freqtrade.configuration.config_validation - INFO - Validating configuration ...
2024-03-08 17:40:55,024 - freqtrade.resolvers.iresolver - INFO - Using resolved pairlist StaticPairList from '/home/alca/freqtrade/freqtrade/plugins/pairlist/StaticPairList.py'...
2024-03-08 17:41:01,836 - freqtrade.data.history.idatahandler - WARNING - XEC/USDT, spot, 5m, data starts at 2021-09-03 10:00:00
2024-03-08 17:41:01,860 - freqtrade.data.history.idatahandler - WARNING - ELF/USDT, spot, 5m, data starts at 2021-09-08 08:00:00
2024-03-08 17:41:01,884 - freqtrade.data.history.idatahandler - WARNING - DYDX/USDT, spot, 5m, data starts at 2021-09-09 02:00:00
2024-03-08 17:41:01,907 - freqtrade.data.history.idatahandler - WARNING - IDEX/USDT, spot, 5m, data starts at 2021-09-09 08:00:00
2024-03-08 17:41:01,931 - freqtrade.data.history.idatahandler - WARNING - VIDT/USDT, spot, 5m, data starts at 2021-09-09 08:00:00
2024-03-08 17:41:01,954 - freqtrade.data.history.idatahandler - WARNING - USDP/USDT, spot, 5m, data starts at 2021-09-10 04:00:00
2024-03-08 17:41:01,977 - freqtrade.data.history.idatahandler - WARNING - GALA/USDT, spot, 5m, data starts at 2021-09-13 06:00:00
2024-03-08 17:41:01,998 - freqtrade.data.history.idatahandler - WARNING - ILV/USDT, spot, 5m, data starts at 2021-09-22 06:00:00
2024-03-08 17:41:02,006 - freqtrade.data.converter.converter - INFO - Missing data fillup for ILV/USDT, 5m: before: 2209 - after: 2233 - 1.09%
2024-03-08 17:41:02,018 - freqtrade.data.history.idatahandler - WARNING - YGG/USDT, spot, 5m, data starts at 2021-09-24 06:00:00
2024-03-08 17:41:02,025 - freqtrade.data.converter.converter - INFO - Missing data fillup for YGG/USDT, 5m: before: 1633 - after: 1657 - 1.47%
2024-03-08 17:41:02,037 - freqtrade.data.history.idatahandler - WARNING - SYS/USDT, spot, 5m, data starts at 2021-09-24 10:00:00
2024-03-08 17:41:02,044 - freqtrade.data.converter.converter - INFO - Missing data fillup for SYS/USDT, 5m: before: 1585 - after: 1609 - 1.51%
2024-03-08 17:41:02,056 - freqtrade.data.history.idatahandler - WARNING - DF/USDT, spot, 5m, data starts at 2021-09-24 10:00:00
2024-03-08 17:41:02,063 - freqtrade.data.converter.converter - INFO - Missing data fillup for DF/USDT, 5m: before: 1585 - after: 1609 - 1.51%
2024-03-08 17:41:02,073 - freqtrade.data.history.idatahandler - WARNING - No history for FIDA/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,083 - freqtrade.data.history.idatahandler - WARNING - No history for FRONT/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,093 - freqtrade.data.history.idatahandler - WARNING - No history for CVP/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,103 - freqtrade.data.history.idatahandler - WARNING - No history for AGLD/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,112 - freqtrade.data.history.idatahandler - WARNING - No history for RAD/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,122 - freqtrade.data.history.idatahandler - WARNING - No history for BETA/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,132 - freqtrade.data.history.idatahandler - WARNING - No history for RARE/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,142 - freqtrade.data.history.idatahandler - WARNING - No history for LAZIO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,152 - freqtrade.data.history.idatahandler - WARNING - No history for CHESS/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,161 - freqtrade.data.history.idatahandler - WARNING - No history for ADX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,171 - freqtrade.data.history.idatahandler - WARNING - No history for AUCTION/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,181 - freqtrade.data.history.idatahandler - WARNING - No history for DAR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,191 - freqtrade.data.history.idatahandler - WARNING - No history for BNX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,200 - freqtrade.data.history.idatahandler - WARNING - No history for MOVR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,210 - freqtrade.data.history.idatahandler - WARNING - No history for CITY/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,220 - freqtrade.data.history.idatahandler - WARNING - No history for ENS/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,230 - freqtrade.data.history.idatahandler - WARNING - No history for KP3R/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,239 - freqtrade.data.history.idatahandler - WARNING - No history for QI/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,249 - freqtrade.data.history.idatahandler - WARNING - No history for PORTO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,259 - freqtrade.data.history.idatahandler - WARNING - No history for POWR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,269 - freqtrade.data.history.idatahandler - WARNING - No history for VGX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,279 - freqtrade.data.history.idatahandler - WARNING - No history for JASMY/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,288 - freqtrade.data.history.idatahandler - WARNING - No history for AMP/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,298 - freqtrade.data.history.idatahandler - WARNING - No history for PYR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,308 - freqtrade.data.history.idatahandler - WARNING - No history for RNDR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,318 - freqtrade.data.history.idatahandler - WARNING - No history for ALCX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,328 - freqtrade.data.history.idatahandler - WARNING - No history for SANTOS/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,338 - freqtrade.data.history.idatahandler - WARNING - No history for BICO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,347 - freqtrade.data.history.idatahandler - WARNING - No history for FLUX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,357 - freqtrade.data.history.idatahandler - WARNING - No history for FXS/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,367 - freqtrade.data.history.idatahandler - WARNING - No history for VOXEL/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,377 - freqtrade.data.history.idatahandler - WARNING - No history for HIGH/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,387 - freqtrade.data.history.idatahandler - WARNING - No history for CVX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,396 - freqtrade.data.history.idatahandler - WARNING - No history for PEOPLE/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,406 - freqtrade.data.history.idatahandler - WARNING - No history for OOKI/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,416 - freqtrade.data.history.idatahandler - WARNING - No history for SPELL/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,426 - freqtrade.data.history.idatahandler - WARNING - No history for JOE/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,435 - freqtrade.data.history.idatahandler - WARNING - No history for ACH/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,445 - freqtrade.data.history.idatahandler - WARNING - No history for IMX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,455 - freqtrade.data.history.idatahandler - WARNING - No history for GLMR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,465 - freqtrade.data.history.idatahandler - WARNING - No history for LOKA/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,475 - freqtrade.data.history.idatahandler - WARNING - No history for SCRT/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,484 - freqtrade.data.history.idatahandler - WARNING - No history for API3/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,494 - freqtrade.data.history.idatahandler - WARNING - No history for BTTC/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,504 - freqtrade.data.history.idatahandler - WARNING - No history for ACA/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,514 - freqtrade.data.history.idatahandler - WARNING - No history for XNO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,523 - freqtrade.data.history.idatahandler - WARNING - No history for WOO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,533 - freqtrade.data.history.idatahandler - WARNING - No history for ALPINE/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,543 - freqtrade.data.history.idatahandler - WARNING - No history for T/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,553 - freqtrade.data.history.idatahandler - WARNING - No history for ASTR/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,562 - freqtrade.data.history.idatahandler - WARNING - No history for GMT/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,572 - freqtrade.data.history.idatahandler - WARNING - No history for KDA/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,582 - freqtrade.data.history.idatahandler - WARNING - No history for APE/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,592 - freqtrade.data.history.idatahandler - WARNING - No history for BSW/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,602 - freqtrade.data.history.idatahandler - WARNING - No history for BIFI/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,611 - freqtrade.data.history.idatahandler - WARNING - No history for STEEM/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,621 - freqtrade.data.history.idatahandler - WARNING - No history for MOB/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,631 - freqtrade.data.history.idatahandler - WARNING - No history for NEXO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,641 - freqtrade.data.history.idatahandler - WARNING - No history for REI/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,650 - freqtrade.data.history.idatahandler - WARNING - No history for GAL/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,660 - freqtrade.data.history.idatahandler - WARNING - No history for LDO/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,670 - freqtrade.data.history.idatahandler - WARNING - No history for EPX/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
2024-03-08 17:41:02,679 - freqtrade.data.history.idatahandler - WARNING - No history for OP/USDT, spot, 5m found. Use `freqtrade download-data` to download the data
